datetime,inflow_temp,airtemp1day,airtemp2days,airtemp3days,airtemp4days,airtemp5days,airtemp6days,airtemp7days
2017-04-15,14.01072917,16.7470395833333,15.9243416666666,14.7790951388889,15.5543901041667,16.3296645833333,16.3773944444444,15.5460648809524
2017-04-16,16.11164583,21.2255,18.9862697916667,17.6913944444444,16.3906963541666,16.6886120833333,17.1456371527778,17.0699809523809
2017-04-17,15.49733333,17.7829333333333,19.5042166666667,18.5851576388889,17.7142791666666,16.66914375,16.8709989583333,17.2366794642857
2017-04-18,13.93235417,13.96799375,15.8754635416667,17.6588090277778,17.4308666666666,16.9650220833333,16.2189520833333,16.4562839285714
2017-04-19,12.64733333,12.1324041666667,13.0501989583334,14.6277770833333,16.2772078125,16.3711741666667,16.1595857638889,15.6351595238095
2017-04-20,14.02752083,16.6133520833333,14.372878125,14.2379166666667,15.1241708333333,16.3444366666667,16.4115371527778,16.2244095238095
2017-04-21,16.09277083,19.6293916666667,18.121371875,16.1250493055556,15.5857854166667,16.025215,16.8919291666667,16.8712306547619
2017-04-22,14.31210417,12.580775,16.1050833333333,16.27450625,15.2389807291667,14.9847833333333,15.4511416666667,16.27605
2017-04-23,11.546,9.26589791666667,10.9233364583333,13.8253548611111,14.5223541666667,14.0443641666667,14.0316357638889,14.5675354166667
2017-04-24,11.3663125,9.695,9.48044895833334,10.5138909722222,12.7927661458333,13.5568833333333,13.3194701388889,13.4121163690476
2017-04-25,10.9299375,10.01,9.8525,9.65696597222222,10.3879182291667,12.2362129166667,12.9657361111111,12.8466886904762
2017-04-26,12.80579167,15.3248729166667,12.6674364583334,11.6766243055556,11.0739427083333,11.3753091666667,12.7509895833333,13.3027556547619
2017-04-27,14.31591667,18.6022104166667,16.9635416666667,14.6456944444445,13.4080208333333,12.57959625,12.5797927083333,13.5868782738095
2017-04-28,15.16922917,20.1231666666667,19.3626885416667,18.01675,16.0150625,14.75105,13.8368579861111,13.6574175595238
2017-04-29,16.39410417,21.8808833333333,21.002025,20.2020868055556,18.9827833333334,17.1882266666667,15.9393555555556,14.9860044642857
2017-04-30,17.526375,22.2147895833333,22.0478364583333,21.4062798611111,20.7052625,19.6291845833333,18.0259871527778,16.8358461309524
2017-05-01,17.825125,21.3844583333333,21.7996239583333,21.8267104166666,21.4008244791667,20.8411016666667,19.9217302083333,18.50576875
2017-05-02,16.8205,18.7157083333333,20.0500833333333,20.7716520833333,21.0489598958333,20.86380125,20.4868694444444,19.7494413690476
2017-05-03,14.16802083,13.3886208333333,16.0521645833333,17.8295958333333,18.9258942708333,19.5168920833333,19.6179378472222,19.4728339285714
2017-05-04,12.26866667,11.36381875,12.3762197916666,14.4893826388889,16.2131515625,17.4134791666666,18.1580465277777,18.4387779761905
2017-05-05,13.106625,14.68576875,13.02479375,13.1460694444444,14.5384791666667,15.907675,16.9588607638889,17.6620068452381
2017-05-06,12.66941667,12.1207354166667,13.4032520833333,12.7234409722222,12.8897359375,14.0549304166667,15.2765184027778,16.2677
2017-05-07,11.29735417,9.46091666666667,10.7908260416667,12.0891402777778,11.9078098958333,12.2039720833333,13.2892614583333,14.4457181547619
2017-05-08,10.71452083,8.49407083333333,8.97749375,10.0252409722222,11.1903729166667,11.2250620833333,11.5856552083333,12.6042342261905
2017-05-09,10.64172917,9.28240833333333,8.88823958333333,9.07913194444444,9.83953281250001,10.80878,10.9012864583333,11.2566199404762
2017-05-10,11.42183333,12.8129083333333,11.0476583333333,10.1964625,10.0125760416667,10.4342079166667,11.1428013888889,11.174375297619
2017-05-11,11.95970833,12.7257791666667,12.76934375,11.6070319444444,10.8287916666667,10.5552166666667,10.8161364583333,11.3689410714286
2017-05-12,10.90389583,9.36375,11.0447645833334,11.6341458333333,11.0462114583333,10.5357833333333,10.3566388888889,10.6086526785714
2017-05-13,10.777,9.64461458333333,9.50418229166667,10.5780479166667,11.1367630208333,10.7658920833333,10.3872552083333,10.2549211309524
2017-05-14,NA,12.7699564102564,11.2072854967949,10.5927736645299,11.1260250400641,11.4634016987179,11.0999028044872,10.7276410943223
2017-05-15,12.37746809,15.31328125,14.0416188301282,12.5759507478632,11.7729005608974,11.9634762820513,12.1050482905983,11.701814010989
2017-05-16,12.7504375,15.75414375,15.5337125,14.6124604700855,13.3704989983974,12.5691491987179,12.5952541933761,12.6263476419414
2017-05-17,14.72858333,21.3789291666667,18.5665364583334,17.4821180555556,16.3040776442308,14.9721850320513,14.0374458600427,13.8500649038462
2017-05-18,16.43404167,23.6124979166667,22.4957135416667,20.2485236111111,19.0147130208334,17.765761698718,16.4122371794872,15.4053104395604
2017-05-19,16.97327083,22.1007895833333,22.85664375,22.3640722222222,20.7115901041667,19.6319283333333,18.4882663461538,17.2248875228938
2017-05-20,15.96977083,18.1428833333333,20.1218364583333,21.2853902777778,21.308775,20.19784875,19.3837541666667,18.4389259157509
2017-05-21,14.205125,15.2822354166667,16.712559375,18.5086361111111,19.7846015625,20.1034670833333,19.3785798611111,18.7978229166667
2017-05-22,14.303625,15.58425625,15.4332458333333,16.3364583333333,17.7775411458333,18.9445325,19.3502652777778,18.8365336309524
2017-05-23,13.75145833,13.9256,14.754928125,14.9306972222222,15.73374375,17.0071529166667,18.10804375,18.5753130952381
2017-05-24,13.62447917,13.9594416666667,13.9425208333334,14.4897659722222,14.6878833333333,15.3788833333333,16.4992010416667,17.5153863095238
2017-05-25,13.67920833,14.3899041666667,14.1746729166667,14.0916486111111,14.4648005208334,14.6282875,15.2140534722222,16.1978729166667
2017-05-26,13.860125,15.7235645833333,15.056734375,14.6909701388889,14.4996276041667,14.7165533333333,14.8108336805556,15.2868407738095
2017-05-27,14.03666667,16.1718395833333,15.9477020833333,15.4284361111111,15.0611875,14.83407,14.9591010416667,15.0052630952381
2017-05-28,14.749125,17.8130583333333,16.9924489583333,16.5694875,16.0245916666666,15.6115616666667,15.3305680555555,15.3668092261905
2017-05-29,15.48747917,19.3331416666667,18.5731,17.7726798611111,17.2604010416667,16.6863016666667,16.231825,15.9023642857143
2017-05-30,16.09372917,18.8379416666667,19.0855416666667,18.6613805555556,18.0389953125,17.5759091666667,17.0449083333333,16.6041273809524
2017-05-31,16.48447917,19.7456041666667,19.2917729166667,19.3055625,18.9324364583333,18.3803170833333,17.937525,17.4307220238095
2017-06-01,16.12929167,18.5413354166667,19.1434697916667,19.0416270833334,19.1145057291667,18.85421625,18.4071534722222,18.0237836309524
2017-06-02,15.63827083,17.7257416666667,18.1335385416667,18.67089375,18.7126557291667,18.8367529166667,18.6661371527778,18.3098089285714
2017-06-03,15.49535417,18.20350625,17.9646239583333,18.1568611111111,18.554046875,18.6108258333334,18.7312118055556,18.6000470238095
2017-06-04,16.04710417,19.2265083333333,18.7150072916667,18.3852520833333,18.4242729166667,18.6885391666667,18.7134395833334,18.801968452381
2017-06-05,16.67345833,19.1879604166667,19.207234375,18.8726583333333,18.5859291666667,18.5770104166667,18.7717760416667,18.7812282738095
2017-06-06,16.19745833,17.9171395833333,18.55255,18.7772027777778,18.6337786458333,18.45217125,18.4670319444445,18.6496851190476
2017-06-07,14.4850625,14.1201604166667,16.01865,17.0750868055556,17.6129421875,17.731055,17.7301694444444,17.8460502976191
2017-06-08,14.15254167,14.1046645833333,14.1124125,15.3806548611111,16.33248125,16.9112866666667,17.1266565972222,17.2122401785714
2017-06-09,14.697875,16.6787979166667,15.39173125,14.9678743055556,15.705190625,16.4017445833333,16.8725385416667,17.0626767857143
2017-06-10,16.0595625,19.4805375,18.0796677083333,16.7546666666667,16.0960401041667,16.46026,16.9148767361111,17.2451098214286
2017-06-11,17.8845,22.2918645833333,20.8862010416667,19.4837333333333,18.1389661458333,17.335205,17.4321940972222,17.6830178571429
2017-06-12,18.80370833,22.6623375,22.4771010416666,21.4782465277778,20.278384375,19.0436404166667,18.2230604166667,18.1793574404762
2017-06-13,19.52420833,23.58533125,23.123834375,22.8465111111111,22.0050177083333,20.93977375,19.8005888888889,18.9890991071429
2017-06-14,19.68116667,22.7602395833333,23.1727854166666,23.0026361111111,22.8249432291666,22.1560620833333,21.2431847222222,20.2233961309524
2017-06-15,19.8519375,22.7770395833333,22.7686395833333,23.0408701388889,22.9462369791666,22.8153625,22.2595583333333,21.4623068452381
2017-06-16,19.50658333,21.7601666666667,22.268603125,22.4324819444444,22.7206942708333,22.7090229166667,22.6394965277778,22.1882166666667
2017-06-17,19.3546875,22.2299958333333,21.99508125,22.2557340277778,22.3818604166666,22.6225545833333,22.6291850694444,22.5809964285714
2017-06-18,20.7153125,24.7381375,23.4840666666666,22.9094333333333,22.8763348958333,22.8531158333333,22.9751517361111,22.9304639880952
2017-06-19,21.1366875,23.9953520833333,24.3667447916667,23.6544951388889,23.1809130208333,23.1001383333333,23.0434885416667,23.1208946428571
2017-06-20,19.8280625,21.9979375,22.9966447916667,23.5771423611111,23.2403557291667,22.9443179166667,22.9164381944444,22.8941241071428
2017-06-21,19.35260417,21.3486916666667,21.6733145833334,22.4473270833333,23.0200296875,22.8620229166667,22.6783802083333,22.6924744047619
2017-06-22,19.66814583,22.4106416666667,21.8796666666667,21.9190902777778,22.4381557291667,22.8981520833333,22.7867927083333,22.6401318452381
2017-06-23,20.48883333,23.87761875,23.1441302083334,22.5456506944445,22.4087223958334,22.7260483333333,23.0613965277778,22.942625
2017-06-24,20.57783333,22.71855625,23.2980875,23.0022722222222,22.5888770833334,22.4706891666667,22.7247996527778,23.0124193452381
2017-06-25,19.036625,19.9554020833333,21.3369791666667,22.1838590277778,22.2405546875,22.0621820833333,22.0514746527778,22.3291714285714
2017-06-26,17.33416667,18.0192854166667,18.98734375,20.23108125,21.142715625,21.3963008333333,21.3883659722222,21.4754476190476
2017-06-27,17.125875,17.7752479166667,17.8972666666667,18.5833118055556,19.6171229166667,20.4692220833333,20.7927920138889,20.87220625
2017-06-28,16.35370833,16.96220625,17.3687270833334,17.5855798611111,18.1780354166667,19.0861395833333,19.8847194444444,20.2455654761905
2017-06-29,17.88135417,20.6767208333333,18.8194635416667,18.4713916666667,18.3583651041667,18.6777725,19.3512364583333,19.9978625
2017-06-30,19.97035417,24.7903104166667,22.733515625,20.8097458333333,20.0511213541667,19.6447541666667,19.6965288194444,20.1282470238095
2017-07-01,21.14816667,24.3960083333333,24.593159375,23.2876798611111,21.7063114583333,20.92009875,20.4366298611111,20.3678830357143
2017-07-02,20.80020833,23.008775,23.7023916666666,24.06503125,23.2179536458333,21.9668041666667,21.2682114583333,20.8040791666667
2017-07-03,20.67433333,22.4249854166667,22.7168802083334,23.2765895833333,23.6550197916667,23.05936,22.0431677083333,21.4334648809524
2017-07-04,20.346875,22.2441395833333,22.3345625,22.5593,23.0184770833333,23.37284375,22.9234899305556,22.0718779761905
2017-07-05,20.21565957,21.2088916666667,21.726515625,21.9593388888889,22.2216979166667,22.65656,23.0121850694444,22.6785473214286
2017-07-06,19.9525,21.5224520833333,21.365671875,21.6584944444444,21.8501171875,22.08184875,22.4675420138889,22.7993660714286
2017-07-07,20.62554167,22.7265645833333,22.1245083333333,21.8193027777778,21.9255119791667,22.0254066666667,22.1893013888889,22.5045452380952
2017-07-08,20.23808333,21.4740895833333,22.1003270833333,21.9077020833333,21.7329994791667,21.8352275,21.9335204861111,22.0871282738095
2017-07-09,19.236,19.7762895833333,20.6251895833333,21.3256479166666,21.3748489583333,21.3416575,21.4920711805555,21.6253446428571
2017-07-10,19.81333333,22.0525333333333,20.9144114583333,21.1009708333333,21.5073692708333,21.5103858333333,21.4601368055555,21.5721372023809
2017-07-11,20.28027083,22.7709979166667,22.411765625,21.5332736111111,21.5184776041666,21.760095,21.7204878472222,21.6474026785714
2017-07-12,21.35108333,23.95750625,23.3642520833334,22.9270125,22.1393317708333,22.0062833333333,22.1263302083333,22.0400619047619
2017-07-13,22.03595833,24.6440270833333,24.3007666666667,23.79084375,23.3562661458333,22.6402708333333,22.4459072916666,22.4860011904762
2017-07-14,22.21385417,24.2289625,24.4364947916667,24.2768319444444,23.9003734375,23.5308054166667,22.9050527777778,22.7006294642857
2017-07-15,21.6414375,22.8243354166667,23.5266489583334,23.8991083333333,23.9137078125,23.6851658333333,23.4130604166667,22.8935217261905
2017-07-16,20.52041667,21.2127583333333,22.018546875,22.7553520833333,23.2275208333333,23.3735179166667,23.2730979166667,23.098731547619
2017-07-17,21.71704167,24.40035625,22.8065572916666,22.8124833333333,23.166603125,23.4620879166667,23.5446576388889,23.4341348214286
2017-07-18,22.3435,24.34799375,24.374175,23.3203694444444,23.1963609375,23.40288125,23.6097388888889,23.6594199404762
2017-07-19,21.75045833,23.16171875,23.75485625,23.9700229166667,23.2807067708333,23.1894325,23.3626875,23.5457360119048
2017-07-20,22.55925,25.0640395833333,24.1128791666667,24.1912506944444,24.2435270833333,23.6373733333333,23.5018670138889,23.605737797619
2017-07-21,22.51120833,24.1364125,24.6002260416667,24.1207236111111,24.1775411458333,24.2221041666667,23.7205465277778,23.5925163690476
2017-07-22,21.8523125,22.6179333333333,23.3771729166667,23.9394618055555,23.7450260416666,23.8656195833333,23.9547423611111,23.5630303571428
2017-07-23,21.42375,22.8086791666667,22.71330625,23.187675,23.6567661458333,23.5577566666667,23.6894628472222,23.791019047619
2017-07-24,21.85975,23.6078666666667,23.2082729166667,23.0114930555556,23.2927229166667,23.64698625,23.5661083333333,23.67780625
2017-07-25,20.31766667,20.4939958333333,22.05093125,22.3035138888889,22.38211875,22.7329775,23.1214878472222,23.1272351190476
2017-07-26,18.846375,19.3413479166667,19.917671875,21.1477368055556,21.5629723958333,21.7739645833333,22.1677059027778,22.5814678571429
2017-07-27,20.5681875,22.7406791666667,21.0410135416667,20.8586743055556,21.5459723958333,21.79851375,21.9350836805556,22.2495592261905
2017-07-28,20.58935417,21.49375,22.1172145833334,21.1919256944445,21.0174432291667,21.5355279166667,21.7477197916667,21.8720360119048
2017-07-29,19.21752083,18.9025270833333,20.1981385416667,21.0456520833333,20.6195760416667,20.59446,21.0966944444444,21.3412636904762
2017-07-30,17.4241875,16.8134104166667,17.85796875,19.0698958333333,19.9875916666667,19.8583429166667,19.9642850694445,20.4847967261905
2017-07-31,18.16120833,19.3106291666667,18.0620197916667,18.3421888888889,19.1300791666667,19.8521991666667,19.7670572916667,19.8709056547619
2017-08-01,19.41260417,20.8541625,20.0823958333334,18.9927340277778,18.9701822916667,19.4748958333333,20.0191930555556,19.9223580357143
2017-08-02,20.24375,21.6402479166667,21.2472052083333,20.6016798611111,19.6546125,19.5041954166667,19.8357878472222,20.2507723214286
2017-08-03,20.21583333,21.4475375,21.5438927083333,21.3139826388889,20.8131442708333,20.0131975,19.8280857638889,20.0660377976191
2017-08-04,20.722625,22.9786291666667,22.2130833333334,22.0221381944445,21.7301442708333,21.24624125,20.5074361111111,20.2781633928572
2017-08-05,20.27629167,21.2185,22.0985645833333,21.8815555555556,21.8212286458334,21.6278154166667,21.2416177083334,20.6090166666667
2017-08-06,17.62433333,18.1310083333333,19.6747541666666,20.7760458333333,20.94391875,21.0831845833333,21.0450142361111,20.7972449404762
2017-08-07,18.72377083,19.26999375,18.7005010416666,19.5398340277778,20.3995328125,20.60913375,20.7809861111111,20.7914398809524
2017-08-08,19.0860625,19.6660541666667,19.4680239583334,19.0223520833333,19.5713890625,20.2528370833333,20.4519538194444,20.6217101190476
2017-08-09,17.54725,17.4940104166667,18.5800322916667,18.8100194444445,18.6402666666667,19.1559133333333,19.7930326388889,20.0293904761905
2017-08-10,17.5606875,18.4917125,17.9928614583334,18.5505923611111,18.7304427083333,18.6105558333333,19.0452131944445,19.6071297619048
2017-08-11,19.01377083,20.6617375,19.576725,18.8824868055556,19.0783786458334,19.1167016666667,18.9524194444445,19.2761452380952
2017-08-12,19.58566667,21.60648125,21.134109375,20.2533104166667,19.5634854166667,19.5839991666667,19.5316649305556,19.3315711309524
2017-08-13,19.7966875,20.41534375,21.0109125,20.8945208333333,20.29381875,19.7338570833333,19.7225565972222,19.6579047619048
2017-08-14,18.8492,18.8948833333333,19.6551135416667,20.3055694444444,20.3946114583333,20.0140316666667,19.594028125,19.6043175595238
2017-08-15,19.2040625,20.63134375,19.7631135416666,19.9805236111111,20.3870130208333,20.4419579166667,20.1169170138889,19.7422160714286
2017-08-16,20.207625,21.9899104166667,21.3106270833334,20.5053791666667,20.4828703125,20.7075925,20.69995,20.3844875
2017-08-17,21.14460417,23.2612229166667,22.6255666666667,21.9608256944445,21.1943401041667,21.0385408333333,21.1331975694445,21.0658461309524
2017-08-18,22.21583333,24.5893583333333,23.925290625,23.2801638888889,22.6179588541667,21.87334375,21.63034375,21.6269348214286
2017-08-19,21.8190625,22.7508166666667,23.6700875,23.5337993055556,23.1478270833334,22.6445304166667,22.0195892361111,21.7904113095238
2017-08-20,20.39360417,20.1342104166667,21.4425135416667,22.4914618055556,22.6839020833334,22.54510375,22.22614375,21.7502494047619
2017-08-21,21.44691667,23.4766875,21.8054489583334,22.1205715277778,22.7377682291667,22.8424591666667,22.7003677083333,22.4047928571429
2017-08-22,22.02445833,24.1307479166667,23.8037177083334,22.5805486111111,22.623115625,23.0163641666667,23.0571739583334,22.9047077380953
2017-08-23,21.94158333,22.5109,23.3208239583333,23.3727784722222,22.5631364583334,22.6006725,22.9321201388889,22.9791348214286
2017-08-24,19.68989583,18.7052395833333,20.6080697916667,21.7822958333333,22.20589375,21.7915570833333,21.9514336805556,22.3282800595238
2017-08-25,18.29816667,17.3035708333333,18.0044052083333,19.5065701388889,20.6626145833333,21.2254291666667,21.043559375,21.2874532738095
2017-08-26,17.11997917,17.19955,17.2515604166666,17.7361201388889,18.9298151041667,19.9700016666667,20.5544493055556,20.4944151785714
2017-08-27,17.65779167,18.0030208333333,17.6012854166666,17.5020472222222,17.8028453125,18.74445625,19.6421715277778,20.1899595238095
2017-08-28,16.480375,16.5992958333333,17.3011583333333,17.2672888888889,17.276359375,17.5621354166666,18.3869295138889,19.207475
2017-08-29,16.12395833,15.7915145833333,16.1954052083333,16.79794375,16.8983453125,16.9793904166666,17.2670319444444,18.0161559523809
2017-08-30,16.7715625,17.39983125,16.5956729166667,16.5968805555555,16.948415625,16.9986425,17.0494638888889,17.2860032738095
2017-08-31,18.1698125,19.3541895833333,18.3770104166666,17.5151784722222,17.2862078125,17.4295704166666,17.3912336805555,17.3787104166666
2017-09-01,16.61572917,15.9284020833333,17.6412958333333,17.5608076388889,17.118484375,17.0146466666666,17.1793756944444,17.1822577380952
2017-09-02,14.2438125,12.6539770833333,14.2911895833333,15.97885625,16.3341,16.2255829166666,16.2878684027778,16.5328901785714
2017-09-03,15.433375,16.2577354166667,14.45585625,14.9467048611111,16.0485760416666,16.3188270833333,16.2309416666666,16.2835636904762
2017-09-04,16.15145833,17.61179375,16.9347645833334,15.5078354166667,15.6129770833333,16.3612195833333,16.5343215277778,16.42820625
2017-09-05,18.68547917,20.4665854166667,19.0391895833333,18.1120381944445,16.7475229166667,16.58369875,17.0454472222222,17.0960735119048
2017-09-06,NA,16.1945020833333,18.33054375,18.0909604166667,17.6326541666667,16.63691875,16.5188326388889,16.9238836309524
2017-09-07,15.7071875,13.6081918918919,14.9013469876126,16.756426463964,16.970268285473,16.8277617117117,16.1321309403153,16.1030268178893
2017-09-08,14.68589583,14.5594104166667,14.0838011542793,14.7873681306306,16.2071724521397,16.4880967117117,16.4497031625375,15.9074565797941
2017-09-09,14.53470833,14.2001291666667,14.3797697916667,14.1225771584084,14.6405583896397,15.8057637950451,16.1067687875376,16.1283354488417
2017-09-10,13.372375,12.5842958333333,13.3922125,13.7812784722222,13.7380068271396,14.2293058783784,15.2688524680931,15.6035583655084
2017-09-11,13.50558333,13.51913125,13.0517135416667,13.43451875,13.7157416666667,13.6942317117117,14.1109434403153,15.0188922940798
2017-09-12,14.77910417,16.3619416666667,14.9405364583333,14.1551229166667,14.1663744791667,14.2449816666667,14.1388500375375,14.4325146155084
2017-09-13,16.7898125,19.9644604166667,18.1632010416667,16.6151777777778,15.6074572916667,15.3259916666667,15.198228125,14.9710800916989
2017-09-14,17.55464583,19.4769270833333,19.72069375,18.6011097222222,17.3306151041667,16.38135125,16.0178142361111,15.8094708333333
2017-09-15,17.60839583,19.0047104166667,19.24081875,19.4820326388889,18.7020098958333,17.6654341666667,16.8185777777778,16.4445136904762
2017-09-16,17.61910417,19.3955729166667,19.2001416666667,19.2924034722222,19.4604177083334,18.8407225,17.953790625,17.1867199404762
2017-09-17,18.11385417,19.9637229166667,19.6796479166667,19.45466875,19.4602333333333,19.56107875,19.0278892361111,18.2409238095238
2017-09-18,NA,20.4130020833333,20.1883625,19.9240993055556,19.6942520833333,19.6507870833333,19.7030659722222,19.2257625
2017-09-19,18.755375,20.7128895833333,20.5629458333333,20.3632048611111,20.121296875,19.8979795833333,19.8278041666667,19.8473264880952
2017-09-20,18.51713333,20.2617479166667,20.48731875,20.4625465277778,20.337840625,20.1493870833333,19.9586076388889,19.8897961309524
2017-09-21,18.39870833,20.2167083333333,20.239228125,20.3971152777778,20.4010869791666,20.3136141666667,20.1606072916667,19.9954791666667
2017-09-22,18.572875,20.3479375,20.2823229166667,20.2754645833333,20.3848208333333,20.3904570833333,20.3193347222222,20.18736875
2017-09-23,18.39197917,19.7968666666667,20.0724020833334,20.1205041666667,20.1558151041667,20.26723,20.2915253472222,20.2446964285714
2017-09-24,17.926875,20.02749375,19.9121802083333,20.0574326388889,20.0972515625,20.1301508333333,20.2272739583333,20.253806547619
2017-09-25,19.00433333,21.6700083333333,20.8487510416667,20.4981229166667,20.4605765625,20.4118029166667,20.38679375,20.4333788690476
2017-09-26,19.57179167,21.82901875,21.7495135416667,21.1755069444444,20.830846875,20.734265,20.6480055555555,20.5928258928571
2017-09-27,19.47747917,21.5003272727273,21.6646730113637,21.6664514520202,21.2567120265151,20.9647429545455,20.8619420454546,20.7697658008658
2017-09-28,19.07595833,NA,NA,NA,NA,NA,NA,NA
2017-09-29,15.36445833,NA,NA,NA,NA,NA,NA,NA
2017-09-30,14.38995833,NA,NA,NA,NA,NA,NA,NA
2017-10-01,11.68733333,NA,NA,NA,NA,NA,NA,NA
2017-10-02,12.46139583,NA,NA,NA,NA,NA,NA,NA
2017-10-03,13.82477083,NA,NA,NA,NA,NA,NA,NA
2017-10-04,14.55741667,NA,NA,NA,NA,NA,NA,NA
2017-10-05,15.31785417,NA,NA,NA,NA,NA,NA,NA
2017-10-06,NA,24.2163529411765,NA,NA,NA,NA,NA,NA
2017-10-07,17.91145833,21.9036666666667,23.0600098039216,NA,NA,NA,NA,NA
2017-10-08,19.23079167,23.20333125,22.5534989583333,23.1077836192811,NA,NA,NA,NA
2017-10-09,20.38629167,24.2173916666667,23.7103614583334,23.1081298611111,23.3851856311275,NA,NA,NA
2017-10-10,20.04702083,22.06578125,23.1415864583334,23.1621680555556,22.8475427083333,23.121304754902,NA,NA
2017-10-11,20.10152083,21.71684375,21.8913125,22.6666722222222,22.8008369791667,22.6214029166667,22.8872279207516,NA
2017-10-12,18.51260417,17.7230875,19.719965625,20.5019041666667,21.4307760416667,21.7852870833333,21.8050170138889,22.14949357493
2017-10-13,16.14327083,14.9078729166667,16.3154802083333,18.1159347222222,19.1033963541667,20.1261954166667,20.6390513888889,20.8197107142857
2017-10-14,16.25275,17.21445625,16.0611645833334,16.6151388888889,17.8905651041667,18.7256083333333,19.6409055555556,20.1498235119048
2017-10-15,17.06791667,19.1171604166667,18.1658083333334,17.0798298611111,17.2406442708334,18.1358841666667,18.7908670138889,19.5660848214286
2017-10-16,16.42235417,15.6724208333333,17.394790625,17.3346791666667,16.7279776041667,16.9269995833333,17.7253069444444,18.345374702381
2017-10-17,NA,8.7187875,12.1956041666666,14.5027895833333,15.18070625,15.1261395833333,15.5589642361111,16.4386613095238
2017-10-18,11.33752083,11.2985104166667,10.0086489583333,11.8965729166667,13.7017197916667,14.4042670833333,14.4882013888889,14.9503279761905
2017-10-19,11.987625,13.1919958333333,12.245253125,11.0697645833333,12.2204286458333,13.599775,14.202221875,14.3030291666667
2017-10-20,12.8751875,14.8511125,14.0215541666667,13.1138729166667,12.0151015625,12.7465654166667,13.80833125,14.2949205357143
2017-10-21,12.9811875,14.7459041666667,14.7985083333333,14.2630041666667,13.5218807291667,12.5612620833333,13.0797885416667,13.9422702380952
2017-10-22,13.89575,17.0838229166667,15.9148635416667,15.5602798611111,14.9682088541667,14.2342691666667,13.3150222222222,13.651793452381
2017-10-23,14.67102083,16.9697023255814,17.026762621124,16.2664764696383,15.9126354772287,15.3685075484496,14.6901746931525,13.837119379845
2017-10-24,15.42839583,19.4823,18.2260011627907,17.8452750807494,17.0704323522287,16.626568381783,16.054139623708,15.3747640227021
2017-10-25,13.2799375,12.2417,15.862,16.2312341085271,16.444381310562,16.104685881783,15.8957569848191,15.5095053917497
2017-10-26,10.95497917,9.40810434782609,10.824902173913,13.7107014492754,14.5254516683519,15.0371259180148,14.9885889594568,14.9689494652487
2017-10-27,9.307395833,10.3740179487179,9.89106114827199,10.6746074321813,12.876530574136,13.6951649244251,14.2599412564653,14.3293645293513
2017-10-28,11.22110417,14.6417645833333,12.5078912660256,11.4746289599591,11.6663967199693,13.2295773759755,13.8529315342431,14.3144874460179
2017-10-29,12.54020833,13.2138875,13.9278260416667,12.7432233440171,11.9094435949693,11.9758948759755,13.2269623966462,13.7616395293512
2017-10-30,10.356,8.68686585365854,10.9503766768293,12.1808393123306,11.7291339714274,11.2649280467072,11.427723372256,12.5783771762194
2017-10-31,9.446833333,8.71641666666667,8.7016412601626,10.2057233401084,11.3147336509146,11.1265905104753,10.8401761500338,11.0403938428861
2017-11-01,8.862,8.03338333333333,8.3749,8.47888861788618,9.66263833841463,10.6584635873984,10.6110559809516,10.439205747648
2017-11-02,10.32560417,13.0232895833333,10.5283364583333,9.92436319444443,9.61498885924796,10.3347685873984,11.0526012533875,10.9556607812919
2017-11-03,12.7825625,16.9931208333333,15.0082052083333,12.6832645833333,11.6915526041666,11.090615254065,11.4444939617209,11.9012469076655
2017-11-04,11.98039583,10.4453583333333,13.7192395833333,13.48725625,12.1237880208333,11.44231375,10.9830724339431,11.3017603005226
2017-11-05,11.212375,11.2627645833333,10.8540614583333,12.9004145833333,12.9311333333333,11.9515833333333,11.4123888888889,11.0230284552845
2017-11-06,12.81497917,16.0156354166667,13.6392,12.5745861111111,13.6792197916667,13.54803375,12.6289253472222,12.0699955357143
2017-11-07,10.8788125,7.097025,11.5563302083333,11.458475,11.2051958333333,12.3627808333333,12.472865625,11.8386538690476
2017-11-08,8.748625,4.86176666666667,5.97939583333334,9.32480902777779,9.80929791666667,9.93650999999999,11.1126118055555,11.3855657738095
2017-11-09,8.72275,6.75952291666667,5.81064479166667,6.23943819444445,8.68348750000001,9.19934291666667,9.40701215277777,10.4907419642857
2017-11-10,7.474020833,4.584575,5.67204895833333,5.40195486111111,5.82572239583333,7.86370500000001,8.43021493055556,8.71809255952381
2017-11-11,3.330645833,-2.26990833333333,1.15733333333334,3.02472986111111,3.4839890625,4.20659625,6.17476944444445,6.90162589285714
2017-11-12,3.356979167,2.0088375,-0.130535416666665,1.44116805555556,2.77075677083333,3.18895875,3.840303125,5.57963630952382
2017-11-13,5.347145833,5.13466666666667,3.57175208333333,1.62453194444445,2.36454270833333,3.24353875,3.51324340277778,4.02521220238095
2017-11-14,6.726645833,7.01994166666667,6.07730416666667,4.72114861111111,2.973384375,3.2956225,3.87293923611111,4.01420029761905
2017-11-15,5.491625,4.13794583333333,5.57894375,5.43085138888889,4.57534791666667,3.20629666666667,3.43600972222222,3.91079732142857
2017-11-16,6.657083333,8.62668125,6.38231354166667,6.59485625,6.22980885416667,5.38561458333333,4.10969409722222,4.17753422619048
2017-11-17,5.967541667,5.62998125,7.12833125,6.13153611111111,6.3536375,6.10984333333333,5.42634236111111,4.32687797619048
